"date_of_entrance","time_of_entrance","date_of_exit","time_of_exit","nfc_id","place_id"
"2020-02-23","16:03:41","2020-02-23","18:03:41","1800","438"
"2020-02-23","20:33:20","2020-02-23","22:33:20","1800","439"
"2020-10-04","11:02:11","2020-10-04","13:02:11","1801","416"
"2020-10-06","11:34:23","2020-10-06","13:34:23","1801","417"
"2020-10-04","11:19:43","2020-10-04","13:19:43","1801","418"
"2020-10-04","13:29:26","2020-10-04","15:29:26","1801","419"
"2020-10-04","14:16:10","2020-10-04","16:16:10","1801","420"
"2020-10-05","20:18:46","2020-10-05","22:18:46","1801","421"
"2020-10-02","13:23:17","2020-10-02","15:23:17","1801","422"
"2020-10-06","13:09:20","2020-10-06","15:09:20","1801","423"
"2020-10-04","12:58:24","2020-10-04","14:58:24","1801","424"
"2020-10-06","20:30:54","2020-10-06","22:30:54","1801","425"
"2021-09-17","19:36:33","2021-09-17","21:36:33","1802","430"
"2021-09-17","20:04:54","2021-09-17","22:04:54","1802","431"
"2021-09-16","11:27:03","2021-09-16","13:27:03","1802","432"
"2021-09-18","11:42:42","2021-09-18","13:42:42","1802","433"
"2021-09-18","17:44:46","2021-09-18","19:44:46","1802","434"
"2021-09-19","13:42:41","2021-09-19","15:42:41","1802","435"
"2021-09-18","13:15:49","2021-09-18","15:15:49","1802","436"
"2021-09-16","15:30:27","2021-09-16","17:30:27","1802","437"
"2021-09-16","20:26:23","2021-09-16","22:26:23","1802","438"
"2021-09-17","12:02:30","2021-09-17","14:02:30","1802","439"
"2021-05-18","15:43:49","2021-05-18","17:43:49","1805","430"
"2021-05-20","18:08:02","2021-05-20","20:08:02","1805","431"
"2021-05-20","16:20:12","2021-05-20","18:20:12","1805","432"
"2021-05-22","11:29:52","2021-05-22","13:29:52","1805","433"
"2021-05-22","08:45:05","2021-05-22","10:45:05","1805","434"
"2021-05-18","14:31:23","2021-05-18","16:31:23","1805","435"
"2021-05-20","14:09:08","2021-05-20","16:09:08","1805","436"
"2021-05-22","19:26:13","2021-05-22","21:26:13","1805","437"
"2021-05-18","21:44:15","2021-05-18","23:44:15","1805","438"
"2021-05-21","12:30:15","2021-05-21","14:30:15","1805","439"
"2021-03-26","17:17:42","2021-03-26","19:17:42","1806","430"
"2021-03-26","08:52:10","2021-03-26","10:52:10","1806","431"
"2021-03-28","20:16:52","2021-03-28","22:16:52","1806","432"
"2021-03-28","19:58:17","2021-03-28","21:58:17","1806","433"
"2021-03-27","16:04:24","2021-03-27","18:04:24","1806","434"
"2021-03-27","08:01:25","2021-03-27","10:01:25","1806","435"
"2021-03-24","11:16:09","2021-03-24","13:16:09","1806","436"
"2021-03-27","11:50:28","2021-03-27","13:50:28","1806","437"
"2021-03-28","11:26:52","2021-03-28","13:26:52","1806","438"
"2021-03-27","14:51:13","2021-03-27","16:51:13","1806","439"
"2020-05-03","15:58:02","2020-05-03","17:58:02","1808","416"
"2020-05-02","14:12:51","2020-05-02","16:12:51","1808","417"
"2020-05-03","13:52:17","2020-05-03","15:52:17","1808","418"
"2020-05-02","19:48:29","2020-05-02","21:48:29","1808","419"
"2020-05-02","11:57:10","2020-05-02","13:57:10","1808","420"
"2020-05-02","09:28:23","2020-05-02","11:28:23","1808","421"
"2020-05-03","13:47:55","2020-05-03","15:47:55","1808","422"
"2020-05-04","17:32:25","2020-05-04","19:32:25","1808","423"
"2020-05-01","19:08:48","2020-05-01","21:08:48","1808","424"
"2020-05-02","20:47:00","2020-05-02","22:47:00","1808","425"
"2021-03-06","17:26:11","2021-03-06","19:26:11","1808","430"
"2021-03-05","16:47:39","2021-03-05","18:47:39","1808","431"
"2021-03-05","11:23:21","2021-03-05","13:23:21","1808","432"
"2021-03-03","09:49:16","2021-03-03","11:49:16","1808","433"
"2021-03-04","09:08:00","2021-03-04","11:08:00","1808","434"
"2021-03-05","21:39:25","2021-03-05","23:39:25","1808","435"
"2021-03-04","19:07:27","2021-03-04","21:07:27","1808","436"
"2021-03-03","20:40:13","2021-03-03","22:40:13","1808","437"
"2021-03-04","18:32:54","2021-03-04","20:32:54","1808","438"
"2021-03-04","19:25:09","2021-03-04","21:25:09","1808","439"
"2020-08-21","08:10:09","2020-08-21","10:10:09","1812","401"
"2020-08-25","16:56:56","2020-08-25","18:56:56","1812","402"
"2020-08-24","11:56:35","2020-08-24","13:56:35","1812","403"
"2020-08-23","11:36:56","2020-08-23","13:36:56","1812","404"
"2020-08-24","14:57:08","2020-08-24","16:57:08","1812","405"
"2020-08-22","14:35:40","2020-08-22","16:35:40","1812","406"
"2020-08-23","15:30:23","2020-08-23","17:30:23","1812","407"
"2020-08-22","18:08:05","2020-08-22","20:08:05","1812","408"
"2020-08-23","15:12:12","2020-08-23","17:12:12","1812","409"
"2020-08-22","10:13:48","2020-08-22","12:13:48","1812","410"
"2020-04-03","20:21:16","2020-04-03","22:21:16","1812","430"
"2020-04-04","13:42:30","2020-04-04","15:42:30","1812","431"
"2020-04-04","21:42:14","2020-04-04","23:42:14","1812","432"
"2020-04-07","18:34:43","2020-04-07","20:34:43","1812","433"
"2020-04-03","15:25:35","2020-04-03","17:25:35","1812","434"
"2020-04-05","09:16:52","2020-04-05","11:16:52","1812","435"
"2020-04-06","15:27:42","2020-04-06","17:27:42","1812","436"
"2020-04-04","17:50:36","2020-04-04","19:50:36","1812","437"
"2020-04-04","18:48:27","2020-04-04","20:48:27","1812","438"
"2020-04-04","19:51:02","2020-04-04","21:51:02","1812","439"
"2020-06-01","14:01:43","2020-06-01","16:01:43","1813","430"
"2020-05-27","21:08:55","2020-05-27","23:08:55","1813","431"
"2020-06-03","12:27:18","2020-06-03","14:27:18","1813","432"
"2020-06-01","20:52:58","2020-06-01","22:52:58","1813","433"
"2020-06-02","12:37:24","2020-06-02","14:37:24","1813","434"
"2020-06-03","14:30:01","2020-06-03","16:30:01","1813","435"
"2020-05-27","14:23:32","2020-05-27","16:23:32","1813","436"
"2020-05-28","16:00:36","2020-05-28","18:00:36","1813","437"
"2020-05-27","15:14:16","2020-05-27","17:14:16","1813","438"
"2020-06-03","09:10:57","2020-06-03","11:10:57","1813","439"
"2021-10-25","10:36:36","2021-10-25","12:36:36","1814","426"
"2021-10-22","09:57:46","2021-10-22","11:57:46","1814","427"
"2021-10-25","17:46:24","2021-10-25","19:46:24","1814","428"
"2021-10-23","16:12:27","2021-10-23","18:12:27","1814","429"
"2020-03-16","18:13:30","2020-03-16","20:13:30","1815","401"
"2020-03-16","09:01:01","2020-03-16","11:01:01","1815","402"
"2020-03-13","14:06:43","2020-03-13","16:06:43","1815","403"
"2020-03-14","10:54:09","2020-03-14","12:54:09","1815","404"
"2020-03-13","15:28:44","2020-03-13","17:28:44","1815","405"
"2020-03-17","20:16:31","2020-03-17","22:16:31","1815","406"
"2020-03-14","14:31:20","2020-03-14","16:31:20","1815","407"
"2020-03-13","21:50:12","2020-03-13","23:50:12","1815","408"
"2020-03-15","11:19:34","2020-03-15","13:19:34","1815","409"
"2020-03-17","12:48:11","2020-03-17","14:48:11","1815","410"
"2020-02-10","12:19:29","2020-02-10","14:19:29","1816","416"
"2020-02-08","13:34:46","2020-02-08","15:34:46","1816","417"
"2020-02-09","17:58:15","2020-02-09","19:58:15","1816","418"
"2020-02-09","19:05:39","2020-02-09","21:05:39","1816","419"
"2020-02-12","12:08:56","2020-02-12","14:08:56","1816","420"
"2020-02-12","21:14:11","2020-02-12","23:14:11","1816","421"
"2020-02-08","12:21:18","2020-02-08","14:21:18","1816","422"
"2020-02-08","20:31:15","2020-02-08","22:31:15","1816","423"
"2020-02-12","13:54:24","2020-02-12","15:54:24","1816","424"
"2020-02-09","13:06:48","2020-02-09","15:06:48","1816","425"
"2020-11-14","19:12:15","2020-11-14","21:12:15","1818","401"
"2020-11-12","13:16:46","2020-11-12","15:16:46","1818","402"
"2020-11-11","19:56:43","2020-11-11","21:56:43","1818","403"
"2020-11-15","08:31:18","2020-11-15","10:31:18","1818","404"
"2020-11-14","20:08:12","2020-11-14","22:08:12","1818","405"
"2020-11-12","12:08:29","2020-11-12","14:08:29","1818","406"
"2020-11-15","08:45:24","2020-11-15","10:45:24","1818","407"
"2020-11-11","15:49:24","2020-11-11","17:49:24","1818","408"
"2020-11-14","15:53:14","2020-11-14","17:53:14","1818","409"
"2020-11-12","11:14:17","2020-11-12","13:14:17","1818","410"
"2020-06-15","10:14:06","2020-06-15","12:14:06","1819","401"
"2020-06-14","21:14:28","2020-06-14","23:14:28","1819","402"
"2020-06-12","08:46:19","2020-06-12","10:46:19","1819","403"
"2020-06-12","09:19:41","2020-06-12","11:19:41","1819","404"
"2020-06-16","18:14:18","2020-06-16","20:14:18","1819","405"
"2020-06-12","21:36:22","2020-06-12","23:36:22","1819","406"
"2020-06-13","20:37:31","2020-06-13","22:37:31","1819","407"
"2020-06-14","15:17:27","2020-06-14","17:17:27","1819","408"
"2020-06-13","15:51:54","2020-06-13","17:51:54","1819","409"
"2020-06-15","11:51:45","2020-06-15","13:51:45","1819","410"
"2020-03-18","19:53:27","2020-03-18","21:53:27","1819","426"
"2020-03-20","11:34:46","2020-03-20","13:34:46","1819","427"
"2020-03-19","09:48:43","2020-03-19","11:48:43","1819","428"
"2020-03-20","08:19:08","2020-03-20","10:19:08","1819","429"
"2021-10-08","10:30:21","2021-10-08","12:30:21","1820","426"
"2021-10-04","17:01:23","2021-10-04","19:01:23","1820","427"
"2021-10-06","15:02:02","2021-10-06","17:02:02","1820","428"
"2021-10-06","21:33:33","2021-10-06","23:33:33","1820","429"
"2021-03-22","14:06:44","2021-03-22","16:06:44","1821","426"
"2021-03-26","21:21:58","2021-03-26","23:21:58","1821","427"
"2021-03-26","19:09:57","2021-03-26","21:09:57","1821","428"
"2021-03-26","20:21:35","2021-03-26","22:21:35","1821","429"
"2020-02-27","14:11:00","2020-02-27","16:11:00","1822","430"
"2020-02-25","17:40:57","2020-02-25","19:40:57","1822","431"
"2020-02-24","09:25:48","2020-02-24","11:25:48","1822","432"
"2020-02-28","11:33:23","2020-02-28","13:33:23","1822","433"
"2020-02-24","16:52:52","2020-02-24","18:52:52","1822","434"
"2020-02-25","11:57:48","2020-02-25","13:57:48","1822","435"
"2020-02-26","18:22:45","2020-02-26","20:22:45","1822","436"
"2020-02-28","13:43:30","2020-02-28","15:43:30","1822","437"
"2020-02-24","20:07:12","2020-02-24","22:07:12","1822","438"
"2020-02-24","09:20:31","2020-02-24","11:20:31","1822","439"
"2021-04-15","08:41:55","2021-04-15","10:41:55","1827","430"
"2021-04-16","20:16:21","2021-04-16","22:16:21","1827","431"
"2021-04-16","18:34:54","2021-04-16","20:34:54","1827","432"
"2021-04-16","13:18:05","2021-04-16","15:18:05","1827","433"
"2021-04-15","14:22:31","2021-04-15","16:22:31","1827","434"
"2021-04-16","13:46:00","2021-04-16","15:46:00","1827","435"
"2021-04-17","20:11:58","2021-04-17","22:11:58","1827","436"
"2021-04-16","10:58:26","2021-04-16","12:58:26","1827","437"
"2021-04-18","21:22:06","2021-04-18","23:22:06","1827","438"
"2021-04-16","10:15:51","2021-04-16","12:15:51","1827","439"
"2020-12-02","13:16:53","2020-12-02","15:16:53","1828","416"
"2020-12-01","15:23:24","2020-12-01","17:23:24","1828","417"
"2020-11-28","10:38:51","2020-11-28","12:38:51","1828","418"
"2020-11-28","13:38:23","2020-11-28","15:38:23","1828","419"
"2020-12-03","10:23:54","2020-12-03","12:23:54","1828","420"
"2020-12-04","19:05:56","2020-12-04","21:05:56","1828","421"
"2020-12-03","17:39:12","2020-12-03","19:39:12","1828","422"
"2020-11-28","21:57:52","2020-11-28","23:57:52","1828","423"
"2020-12-02","12:42:09","2020-12-02","14:42:09","1828","424"
"2020-12-04","20:55:17","2020-12-04","22:55:17","1828","425"
"2021-10-21","08:15:21","2021-10-21","10:15:21","1829","430"
"2021-10-24","09:48:13","2021-10-24","11:48:13","1829","431"
"2021-10-22","20:55:31","2021-10-22","22:55:31","1829","432"
"2021-10-23","09:25:41","2021-10-23","11:25:41","1829","433"
"2021-10-21","17:19:14","2021-10-21","19:19:14","1829","434"
"2021-10-20","17:03:02","2021-10-20","19:03:02","1829","435"
"2021-10-24","20:13:33","2021-10-24","22:13:33","1829","436"
"2021-10-21","11:13:51","2021-10-21","13:13:51","1829","437"
"2021-10-23","14:17:14","2021-10-23","16:17:14","1829","438"
"2021-10-20","20:05:10","2021-10-20","22:05:10","1829","439"
"2020-11-15","17:36:38","2020-11-15","19:36:38","1832","426"
"2020-11-14","21:58:46","2020-11-14","23:58:46","1832","427"
"2020-11-16","10:50:20","2020-11-16","12:50:20","1832","428"
"2020-11-15","10:58:09","2020-11-15","12:58:09","1832","429"
"2020-02-15","12:14:53","2020-02-15","14:14:53","1834","430"
"2020-02-15","14:01:32","2020-02-15","16:01:32","1834","431"
"2020-02-16","19:21:00","2020-02-16","21:21:00","1834","432"
"2020-02-16","10:48:16","2020-02-16","12:48:16","1834","433"
"2020-02-16","16:14:32","2020-02-16","18:14:32","1834","434"
"2020-02-13","10:48:44","2020-02-13","12:48:44","1834","435"
"2020-02-13","19:58:25","2020-02-13","21:58:25","1834","436"
"2020-02-13","14:47:12","2020-02-13","16:47:12","1834","437"
"2020-02-14","20:51:17","2020-02-14","22:51:17","1834","438"
"2020-02-16","08:33:15","2020-02-16","10:33:15","1834","439"
"2020-09-14","12:16:16","2020-09-14","14:16:16","1835","416"
"2020-09-17","19:16:40","2020-09-17","21:16:40","1835","417"
"2020-09-14","20:46:52","2020-09-14","22:46:52","1835","418"
"2020-09-15","14:52:22","2020-09-15","16:52:22","1835","419"
"2020-09-14","10:50:20","2020-09-14","12:50:20","1835","420"
"2020-09-15","09:00:41","2020-09-15","11:00:41","1835","421"
"2020-09-14","12:01:08","2020-09-14","14:01:08","1835","422"
"2020-09-17","16:14:07","2020-09-17","18:14:07","1835","423"
"2020-09-17","17:36:22","2020-09-17","19:36:22","1835","424"
"2020-09-15","08:57:09","2020-09-15","10:57:09","1835","425"
"2021-03-20","13:08:53","2021-03-20","15:08:53","1837","416"
"2021-03-19","09:19:00","2021-03-19","11:19:00","1837","417"
"2021-03-20","11:34:51","2021-03-20","13:34:51","1837","418"
"2021-03-18","10:26:20","2021-03-18","12:26:20","1837","419"
"2021-03-19","12:19:49","2021-03-19","14:19:49","1837","420"
"2021-03-20","18:37:13","2021-03-20","20:37:13","1837","421"
"2021-03-20","19:43:03","2021-03-20","21:43:03","1837","422"
"2021-03-21","08:05:29","2021-03-21","10:05:29","1837","423"
"2021-03-20","19:39:18","2021-03-20","21:39:18","1837","424"
"2021-03-20","14:02:23","2021-03-20","16:02:23","1837","425"
"2020-03-09","10:30:32","2020-03-09","12:30:32","1838","426"
"2020-03-12","18:03:11","2020-03-12","20:03:11","1838","427"
"2020-03-12","21:14:29","2020-03-12","23:14:29","1838","428"
"2020-03-09","14:53:50","2020-03-09","16:53:50","1838","429"
"2020-05-16","18:08:48","2020-05-16","20:08:48","1839","401"
"2020-05-13","17:36:52","2020-05-13","19:36:52","1839","402"
"2020-05-12","09:00:06","2020-05-12","11:00:06","1839","403"
"2020-05-14","15:43:36","2020-05-14","17:43:36","1839","404"
"2020-05-16","08:55:53","2020-05-16","10:55:53","1839","405"
"2020-05-15","17:12:20","2020-05-15","19:12:20","1839","406"
"2020-05-13","17:33:20","2020-05-13","19:33:20","1839","407"
"2020-05-13","14:05:11","2020-05-13","16:05:11","1839","408"
"2020-05-12","08:30:21","2020-05-12","10:30:21","1839","409"
"2020-05-16","08:15:53","2020-05-16","10:15:53","1839","410"
"2020-02-13","10:52:16","2020-02-13","12:52:16","1840","426"
"2020-02-16","20:03:19","2020-02-16","22:03:19","1840","427"
"2020-02-15","13:15:32","2020-02-15","15:15:32","1840","428"
"2020-02-16","18:37:48","2020-02-16","20:37:48","1840","429"
"2020-08-07","18:46:19","2020-08-07","20:46:19","1840","430"
"2020-08-04","16:37:37","2020-08-04","18:37:37","1840","431"
"2020-08-04","15:01:08","2020-08-04","17:01:08","1840","432"
"2020-08-06","13:29:31","2020-08-06","15:29:31","1840","433"
"2020-08-04","16:24:09","2020-08-04","18:24:09","1840","434"
"2020-08-06","21:01:24","2020-08-06","23:01:24","1840","435"
"2020-08-07","12:39:08","2020-08-07","14:39:08","1840","436"
"2020-08-04","15:56:53","2020-08-04","17:56:53","1840","437"
"2020-08-08","16:08:23","2020-08-08","18:08:23","1840","438"
"2020-08-04","09:28:37","2020-08-04","11:28:37","1840","439"
"2021-10-19","19:49:56","2021-10-19","21:49:56","1841","416"
"2021-10-19","12:36:00","2021-10-19","14:36:00","1841","417"
"2021-10-20","10:14:05","2021-10-20","12:14:05","1841","418"
"2021-10-18","10:21:51","2021-10-18","12:21:51","1841","419"
"2021-10-22","17:29:50","2021-10-22","19:29:50","1841","420"
"2021-10-18","14:26:52","2021-10-18","16:26:52","1841","421"
"2021-10-22","19:47:20","2021-10-22","21:47:20","1841","422"
"2021-10-22","13:51:04","2021-10-22","15:51:04","1841","423"
"2021-10-21","19:29:48","2021-10-21","21:29:48","1841","424"
"2021-10-21","10:27:51","2021-10-21","12:27:51","1841","425"
"2021-04-23","18:24:21","2021-04-23","20:24:21","1846","426"
"2021-04-21","21:49:17","2021-04-21","23:49:17","1846","427"
"2021-04-22","20:58:56","2021-04-22","22:58:56","1846","428"
"2021-04-22","19:17:36","2021-04-22","21:17:36","1846","429"
"2020-10-01","09:53:35","2020-10-01","11:53:35","1849","401"
"2020-10-02","12:42:39","2020-10-02","14:42:39","1849","402"
"2020-09-28","13:52:11","2020-09-28","15:52:11","1849","403"
"2020-10-02","18:46:31","2020-10-02","20:46:31","1849","404"
"2020-09-28","12:01:47","2020-09-28","14:01:47","1849","405"
"2020-10-02","11:34:46","2020-10-02","13:34:46","1849","406"
"2020-10-02","13:35:07","2020-10-02","15:35:07","1849","407"
"2020-10-03","12:40:37","2020-10-03","14:40:37","1849","408"
"2020-10-04","14:46:25","2020-10-04","16:46:25","1849","409"
"2020-10-03","11:16:39","2020-10-03","13:16:39","1849","410"
"2020-10-16","21:41:13","2020-10-16","23:41:13","1849","426"
"2020-10-17","15:00:04","2020-10-17","17:00:04","1849","427"
"2020-10-17","08:03:12","2020-10-17","10:03:12","1849","428"
"2020-10-16","12:37:22","2020-10-16","14:37:22","1849","429"
"2021-09-23","16:07:19","2021-09-23","18:07:19","1850","401"
"2021-09-24","14:38:36","2021-09-24","16:38:36","1850","402"
"2021-09-25","20:29:18","2021-09-25","22:29:18","1850","403"
"2021-09-23","08:31:57","2021-09-23","10:31:57","1850","404"
"2021-09-22","18:21:52","2021-09-22","20:21:52","1850","405"
"2021-09-24","15:34:36","2021-09-24","17:34:36","1850","406"
"2021-09-24","11:02:00","2021-09-24","13:02:00","1850","407"
"2021-09-23","10:03:54","2021-09-23","12:03:54","1850","408"
"2021-09-22","11:33:19","2021-09-22","13:33:19","1850","409"
"2021-09-25","09:04:22","2021-09-25","11:04:22","1850","410"
"2021-08-23","18:18:42","2021-08-23","20:18:42","1851","416"
"2021-08-23","09:25:06","2021-08-23","11:25:06","1851","417"
"2021-08-26","20:57:54","2021-08-26","22:57:54","1851","418"
"2021-08-22","13:21:06","2021-08-22","15:21:06","1851","419"
"2021-08-23","15:33:11","2021-08-23","17:33:11","1851","420"
"2021-08-24","17:57:52","2021-08-24","19:57:52","1851","421"
"2021-08-23","13:01:51","2021-08-23","15:01:51","1851","422"
"2021-08-25","10:31:39","2021-08-25","12:31:39","1851","423"
"2021-08-25","20:45:40","2021-08-25","22:45:40","1851","424"
"2021-08-23","09:10:58","2021-08-23","11:10:58","1851","425"
"2020-11-06","16:53:18","2020-11-06","18:53:18","1852","416"
"2020-11-06","10:00:46","2020-11-06","12:00:46","1852","417"
"2020-11-06","12:58:32","2020-11-06","14:58:32","1852","418"
"2020-11-07","20:52:41","2020-11-07","22:52:41","1852","419"
"2020-11-04","19:15:03","2020-11-04","21:15:03","1852","420"
"2020-11-03","16:06:30","2020-11-03","18:06:30","1852","421"
"2020-11-04","09:49:56","2020-11-04","11:49:56","1852","422"
"2020-11-06","12:12:33","2020-11-06","14:12:33","1852","423"
"2020-11-03","10:11:08","2020-11-03","12:11:08","1852","424"
"2020-11-05","21:27:13","2020-11-05","23:27:13","1852","425"
"2021-07-11","14:58:01","2021-07-11","16:58:01","1858","430"
"2021-07-14","09:50:08","2021-07-14","11:50:08","1858","431"
"2021-07-13","10:53:22","2021-07-13","12:53:22","1858","432"
"2021-07-11","18:34:15","2021-07-11","20:34:15","1858","433"
"2021-07-13","12:35:00","2021-07-13","14:35:00","1858","434"
"2021-07-14","10:38:41","2021-07-14","12:38:41","1858","435"
"2021-07-11","21:58:19","2021-07-11","23:58:19","1858","436"
"2021-07-14","19:54:21","2021-07-14","21:54:21","1858","437"
"2021-07-13","16:25:30","2021-07-13","18:25:30","1858","438"
"2021-07-14","08:23:13","2021-07-14","10:23:13","1858","439"
"2021-06-12","15:37:12","2021-06-12","17:37:12","1859","430"
"2021-06-15","14:06:17","2021-06-15","16:06:17","1859","431"
"2021-06-14","14:37:23","2021-06-14","16:37:23","1859","432"
"2021-06-12","19:29:17","2021-06-12","21:29:17","1859","433"
"2021-06-14","09:54:24","2021-06-14","11:54:24","1859","434"
"2021-06-15","17:27:10","2021-06-15","19:27:10","1859","435"
"2021-06-13","10:50:07","2021-06-13","12:50:07","1859","436"
"2021-06-12","20:49:49","2021-06-12","22:49:49","1859","437"
"2021-06-13","11:01:24","2021-06-13","13:01:24","1859","438"
"2021-06-15","09:32:21","2021-06-15","11:32:21","1859","439"
"2021-02-19","15:00:19","2021-02-19","17:00:19","1862","430"
"2021-02-17","19:09:29","2021-02-17","21:09:29","1862","431"
"2021-02-17","08:46:08","2021-02-17","10:46:08","1862","432"
"2021-02-19","12:43:17","2021-02-19","14:43:17","1862","433"
"2021-02-18","14:07:41","2021-02-18","16:07:41","1862","434"
"2021-02-19","11:29:38","2021-02-19","13:29:38","1862","435"
"2021-02-19","12:32:12","2021-02-19","14:32:12","1862","436"
"2021-02-18","10:46:03","2021-02-18","12:46:03","1862","437"
"2021-02-18","11:50:49","2021-02-18","13:50:49","1862","438"
"2021-02-16","10:02:04","2021-02-16","12:02:04","1862","439"
"2021-09-09","17:50:03","2021-09-09","19:50:03","1863","401"
"2021-09-10","12:19:43","2021-09-10","14:19:43","1863","402"
"2021-09-08","19:26:53","2021-09-08","21:26:53","1863","403"
"2021-09-06","18:57:46","2021-09-06","20:57:46","1863","404"
"2021-09-06","09:29:05","2021-09-06","11:29:05","1863","405"
"2021-09-10","21:53:28","2021-09-10","23:53:28","1863","406"
"2021-09-09","10:41:27","2021-09-09","12:41:27","1863","407"
"2021-09-06","09:16:36","2021-09-06","11:16:36","1863","408"
"2021-09-08","20:58:32","2021-09-08","22:58:32","1863","409"
"2021-09-08","12:40:55","2021-09-08","14:40:55","1863","410"
"2020-01-21","12:20:38","2020-01-21","14:20:38","1863","416"
"2020-01-19","10:02:31","2020-01-19","12:02:31","1863","417"
"2020-01-21","21:06:40","2020-01-21","23:06:40","1863","418"
"2020-01-19","21:46:27","2020-01-19","23:46:27","1863","419"
"2020-01-21","09:33:12","2020-01-21","11:33:12","1863","420"
"2020-01-17","17:29:41","2020-01-17","19:29:41","1863","421"
"2020-01-19","19:27:43","2020-01-19","21:27:43","1863","422"
"2020-01-19","14:52:03","2020-01-19","16:52:03","1863","423"
"2020-01-20","08:10:31","2020-01-20","10:10:31","1863","424"
"2020-01-20","18:14:20","2020-01-20","20:14:20","1863","425"
"2021-09-24","18:57:29","2021-09-24","20:57:29","1864","401"
"2021-09-24","11:25:22","2021-09-24","13:25:22","1864","402"
"2021-09-24","17:51:00","2021-09-24","19:51:00","1864","403"
"2021-09-27","14:06:14","2021-09-27","16:06:14","1864","404"
"2021-09-26","11:41:27","2021-09-26","13:41:27","1864","405"
"2021-09-28","21:46:47","2021-09-28","23:46:47","1864","406"
"2021-09-24","17:18:44","2021-09-24","19:18:44","1864","407"
"2021-09-25","17:58:29","2021-09-25","19:58:29","1864","408"
"2021-09-27","10:34:37","2021-09-27","12:34:37","1864","409"
"2021-09-25","21:38:02","2021-09-25","23:38:02","1864","410"
"2020-10-17","16:10:21","2020-10-17","18:10:21","1866","416"
"2020-10-14","14:01:09","2020-10-14","16:01:09","1866","417"
"2020-10-17","16:49:36","2020-10-17","18:49:36","1866","418"
"2020-10-18","15:37:57","2020-10-18","17:37:57","1866","419"
"2020-10-15","21:11:31","2020-10-15","23:11:31","1866","420"
"2020-10-15","12:48:27","2020-10-15","14:48:27","1866","421"
"2020-10-14","16:40:51","2020-10-14","18:40:51","1866","422"
"2020-10-14","17:56:15","2020-10-14","19:56:15","1866","423"
"2020-10-18","14:42:29","2020-10-18","16:42:29","1866","424"
"2020-10-17","14:16:07","2020-10-17","16:16:07","1866","425"
"2021-05-08","18:39:20","2021-05-08","20:39:20","1869","430"
"2021-05-09","11:12:02","2021-05-09","13:12:02","1869","431"
"2021-05-09","18:55:53","2021-05-09","20:55:53","1869","432"
"2021-05-11","14:34:20","2021-05-11","16:34:20","1869","433"
"2021-05-11","21:12:37","2021-05-11","23:12:37","1869","434"
"2021-05-08","19:43:35","2021-05-08","21:43:35","1869","435"
"2021-05-11","09:32:26","2021-05-11","11:32:26","1869","436"
"2021-05-08","11:04:34","2021-05-08","13:04:34","1869","437"
"2021-05-09","08:46:45","2021-05-09","10:46:45","1869","438"
"2021-05-09","18:27:39","2021-05-09","20:27:39","1869","439"
"2020-02-21","10:56:07","2020-02-21","12:56:07","1870","426"
"2020-02-17","21:54:16","2020-02-17","23:54:16","1870","427"
"2020-02-19","15:10:22","2020-02-19","17:10:22","1870","428"
"2020-02-18","09:28:44","2020-02-18","11:28:44","1870","429"
"2021-08-10","13:46:37","2021-08-10","15:46:37","1871","401"
"2021-08-08","18:34:53","2021-08-08","20:34:53","1871","402"
"2021-08-10","10:02:43","2021-08-10","12:02:43","1871","403"
"2021-08-09","19:18:08","2021-08-09","21:18:08","1871","404"
"2021-08-08","13:31:50","2021-08-08","15:31:50","1871","405"
"2021-08-06","11:48:53","2021-08-06","13:48:53","1871","406"
"2021-08-06","09:06:45","2021-08-06","11:06:45","1871","407"
"2021-08-07","08:32:12","2021-08-07","10:32:12","1871","408"
"2021-08-10","20:13:33","2021-08-10","22:13:33","1871","409"
"2021-08-08","08:20:14","2021-08-08","10:20:14","1871","410"
"2021-06-17","14:28:41","2021-06-17","16:28:41","1873","430"
"2021-06-21","15:23:40","2021-06-21","17:23:40","1873","431"
"2021-06-20","09:58:37","2021-06-20","11:58:37","1873","432"
"2021-06-20","19:36:45","2021-06-20","21:36:45","1873","433"
"2021-06-18","10:27:17","2021-06-18","12:27:17","1873","434"
"2021-06-20","21:50:22","2021-06-20","23:50:22","1873","435"
"2021-06-17","21:11:31","2021-06-17","23:11:31","1873","436"
"2021-06-19","19:24:09","2021-06-19","21:24:09","1873","437"
"2021-06-20","10:55:04","2021-06-20","12:55:04","1873","438"
"2021-06-18","10:30:11","2021-06-18","12:30:11","1873","439"
"2020-10-06","16:53:22","2020-10-06","18:53:22","1875","430"
"2020-10-07","21:14:44","2020-10-07","23:14:44","1875","431"
"2020-10-10","14:40:17","2020-10-10","16:40:17","1875","432"
"2020-10-08","21:29:42","2020-10-08","23:29:42","1875","433"
"2020-10-09","08:17:19","2020-10-09","10:17:19","1875","434"
"2020-10-08","18:44:10","2020-10-08","20:44:10","1875","435"
"2020-10-07","20:06:58","2020-10-07","22:06:58","1875","436"
"2020-10-06","10:00:13","2020-10-06","12:00:13","1875","437"
"2020-10-06","11:10:51","2020-10-06","13:10:51","1875","438"
"2020-10-06","10:51:01","2020-10-06","12:51:01","1875","439"
