"date_of_charge","time_of_charge","amount","description_of_charge"
"2021-06-26","18:09:55","110","gym"
"2021-06-26","19:11:24","129","sauna"
"2021-06-26","19:42:49","164","gym"
"2021-06-26","20:52:19","144","gym"
"2021-06-26","21:33:42","179","gym"
"2021-06-26","23:19:35","198","conference room"
"2021-06-26","23:27:22","125","gym"
"2021-06-26","23:42:11","191","gym"
"2021-06-27","12:12:44","130","gym"
"2021-06-27","16:42:17","102","gym"
"2021-06-28","12:35:33","159","gym"
"2021-06-28","16:45:11","137","gym"
"2021-06-28","22:11:46","197","gym"
"2021-06-28","22:39:27","101","gym"
"2021-06-28","22:46:43","102","gym"
"2021-07-01","13:02:03","155","gym"
"2021-07-01","22:30:53","101","gym"
"2021-07-02","11:51:42","140","gym"
"2021-07-02","14:21:31","176","gym"
"2021-07-02","14:41:49","188","bar/restaurant"
"2021-07-02","15:26:37","196","bar/restaurant"
"2021-07-02","18:35:48","195","bar/restaurant"
"2021-07-02","18:42:14","146","gym"
"2021-07-02","22:29:02","159","bar/restaurant"
"2021-07-03","16:27:31","150","bar/restaurant"
"2021-07-03","21:29:48","178","gym"
"2021-07-04","17:37:45","127","bar/restaurant"
"2021-07-05","11:23:43","189","bar/restaurant"
"2021-07-05","11:29:10","176","gym"
"2021-07-05","12:15:11","166","bar/restaurant"
"2021-07-05","15:02:54","113","sauna"
"2021-07-05","15:18:38","108","gym"
"2021-07-05","15:40:51","152","bar/restaurant"
"2021-07-05","16:22:12","150","gym"
"2021-07-05","19:06:11","186","sauna"
"2021-07-06","14:25:15","190","bar/restaurant"
"2021-07-06","14:38:37","198","sauna"
"2021-07-06","16:27:33","110","sauna"
"2021-07-06","20:49:30","179","gym"
"2021-07-06","22:28:36","101","sauna"
"2021-07-06","23:47:48","194","sauna"
"2021-07-07","10:31:45","190","gym"
"2021-07-07","13:42:33","128","conference room"
"2021-07-07","14:38:14","143","sauna"
"2021-07-07","17:29:58","145","sauna"
"2021-07-07","17:52:50","103","conference room"
"2021-07-07","18:19:55","196","gym"
"2021-07-07","18:28:36","197","sauna"
"2021-07-07","21:34:53","195","conference room"
"2021-07-07","22:36:07","115","sauna"
"2021-07-08","11:45:00","134","sauna"
"2021-07-08","15:30:46","126","conference room"
"2021-07-08","17:06:44","164","sauna"
"2021-07-08","23:21:19","180","gym"
"2021-07-09","10:09:08","100","sauna"
"2021-07-09","10:21:13","163","sauna"
"2021-07-09","10:41:11","179","conference room"
"2021-07-09","11:32:19","137","sauna"
"2021-07-09","12:15:44","168","sauna"
"2021-07-09","13:06:07","109","sauna"
"2021-07-09","14:26:47","138","gym"
"2021-07-09","14:35:13","191","sauna"
"2021-07-09","16:34:54","131","sauna"
"2021-07-09","17:06:57","184","conference room"
"2021-07-09","17:12:37","176","sauna"
"2021-07-09","18:16:56","147","conference room"
"2021-07-09","21:04:08","103","gym"
"2021-07-09","22:16:41","101","gym"
"2021-07-09","22:18:09","106","sauna"
"2021-07-09","22:29:18","147","gym"
"2021-07-10","11:18:27","157","conference room"
"2021-07-10","14:19:33","119","sauna"
"2021-07-10","17:06:41","196","conference room"
"2021-07-11","11:36:32","113","bar/restaurant"
"2021-07-11","14:11:42","121","conference room"
"2021-07-11","14:31:48","105","bar/restaurant"
"2021-07-11","14:34:11","193","sauna"
"2021-07-11","16:58:01","186","sauna"
"2021-07-11","17:26:11","102","conference room"
"2021-07-11","17:30:13","125","sauna"
"2021-07-11","19:16:16","164","sauna"
"2021-07-11","19:17:39","172","sauna"
"2021-07-11","20:34:15","177","sauna"
"2021-07-11","20:56:34","156","conference room"
"2021-07-11","23:58:19","153","sauna"
"2021-07-12","10:32:43","131","gym"
"2021-07-12","11:07:51","176","sauna"
"2021-07-12","11:26:44","103","bar/restaurant"
"2021-07-12","12:00:02","142","conference room"
"2021-07-12","13:08:48","176","conference room"
"2021-07-12","14:03:49","129","bar/restaurant"
"2021-07-12","16:09:38","125","gym"
"2021-07-12","17:10:01","198","bar/restaurant"
"2021-07-12","17:13:23","178","bar/restaurant"
"2021-07-12","17:55:14","165","sauna"
"2021-07-12","18:28:48","163","bar/restaurant"
"2021-07-12","19:33:02","112","sauna"
"2021-07-12","20:11:54","102","conference room"
"2021-07-12","20:57:45","116","conference room"
"2021-07-12","21:42:57","198","bar/restaurant"
"2021-07-12","21:54:41","179","bar/restaurant"
"2021-07-12","22:35:29","182","sauna"
"2021-07-12","22:44:21","147","bar/restaurant"
"2021-07-12","23:39:08","153","conference room"
"2021-07-13","11:02:48","186","sauna"
"2021-07-13","12:53:22","129","sauna"
"2021-07-13","13:32:55","115","sauna"
"2021-07-13","13:36:45","170","conference room"
"2021-07-13","13:43:00","127","bar/restaurant"
"2021-07-13","14:35:00","108","sauna"
"2021-07-13","14:41:08","160","gym"
"2021-07-13","14:52:30","119","bar/restaurant"
"2021-07-13","18:25:30","107","sauna"
"2021-07-13","18:42:18","173","conference room"
"2021-07-13","21:02:12","172","sauna"
"2021-07-13","21:10:06","104","conference room"
"2021-07-13","22:36:16","141","sauna"
"2021-07-13","23:33:57","193","sauna"
"2021-07-14","10:23:13","152","sauna"
"2021-07-14","11:25:53","162","bar/restaurant"
"2021-07-14","11:50:08","152","sauna"
"2021-07-14","12:38:41","117","sauna"
"2021-07-14","12:44:07","104","sauna"
"2021-07-14","13:16:43","186","conference room"
"2021-07-14","18:00:21","104","bar/restaurant"
"2021-07-14","18:21:58","139","bar/restaurant"
"2021-07-14","18:39:33","181","conference room"
"2021-07-14","19:26:08","165","sauna"
"2021-07-14","20:47:53","187","sauna"
"2021-07-14","21:25:19","179","bar/restaurant"
"2021-07-14","21:54:21","138","sauna"
"2021-07-14","21:58:56","184","bar/restaurant"
"2021-07-14","22:24:08","178","conference room"
"2021-07-14","23:37:01","129","sauna"
"2021-07-15","10:12:58","120","sauna"
"2021-07-15","11:05:43","101","sauna"
"2021-07-15","11:36:37","188","bar/restaurant"
"2021-07-15","13:38:56","102","conference room"
"2021-07-15","13:50:08","114","conference room"
"2021-07-15","13:50:52","116","conference room"
"2021-07-15","14:15:43","169","sauna"
"2021-07-15","16:03:25","189","conference room"
"2021-07-15","16:10:50","131","bar/restaurant"
"2021-07-15","19:04:14","132","sauna"
"2021-07-15","19:04:50","107","gym"
"2021-07-15","19:53:24","184","bar/restaurant"
"2021-07-15","19:55:41","139","sauna"
"2021-07-15","20:45:58","180","gym"
"2021-07-15","21:34:39","145","bar/restaurant"
"2021-07-15","22:36:15","179","sauna"
"2021-07-15","22:57:32","186","sauna"
"2021-07-15","23:25:58","170","bar/restaurant"
"2021-07-16","10:13:33","180","conference room"
"2021-07-16","10:36:34","165","sauna"
"2021-07-16","12:11:05","155","sauna"
"2021-07-16","13:27:33","156","sauna"
"2021-07-16","14:16:48","160","gym"
"2021-07-16","19:53:30","115","conference room"
"2021-07-16","21:08:19","177","gym"
"2021-07-16","21:30:00","106","conference room"
"2021-07-16","21:39:41","100","gym"
"2021-07-16","22:34:49","151","sauna"
"2021-07-17","14:25:19","153","bar/restaurant"
"2021-07-17","15:06:26","141","bar/restaurant"
"2021-07-17","15:54:32","194","sauna"
"2021-07-17","17:23:42","160","gym"
"2021-07-17","17:30:04","120","sauna"
"2021-07-17","18:19:46","101","sauna"
"2021-07-17","18:20:58","192","sauna"
"2021-07-17","20:09:08","100","sauna"
"2021-07-17","20:46:42","134","gym"
"2021-07-17","21:43:02","196","sauna"
"2021-07-17","23:07:55","124","sauna"
"2021-07-17","23:32:26","170","sauna"
"2021-07-17","23:37:17","145","sauna"
"2021-07-17","23:44:43","159","sauna"
"2021-07-18","10:48:11","112","bar/restaurant"
"2021-07-18","12:56:15","175","sauna"
"2021-07-18","13:03:35","126","gym"
"2021-07-18","14:25:10","151","sauna"
"2021-07-18","15:32:49","104","conference room"
"2021-07-18","15:33:18","199","bar/restaurant"
"2021-07-18","15:56:28","100","gym"
"2021-07-18","19:52:43","136","gym"
"2021-07-18","20:53:22","158","conference room"
"2021-07-18","21:17:07","197","conference room"
"2021-07-18","23:33:46","125","sauna"
"2021-07-19","15:10:04","154","bar/restaurant"
"2021-07-19","18:32:31","137","bar/restaurant"
"2021-07-19","18:35:36","197","sauna"
"2021-07-19","18:49:09","108","bar/restaurant"
"2021-07-19","21:05:43","166","bar/restaurant"
"2021-07-19","23:21:20","107","conference room"
"2021-07-20","10:13:08","188","conference room"
"2021-07-20","11:08:19","125","gym"
"2021-07-20","12:19:08","161","conference room"
"2021-07-20","12:45:29","134","sauna"
"2021-07-20","13:10:29","187","sauna"
"2021-07-20","13:14:44","180","conference room"
"2021-07-20","14:09:35","184","sauna"
"2021-07-20","14:26:57","181","sauna"
"2021-07-20","16:54:37","148","conference room"
"2021-07-20","17:29:07","149","conference room"
"2021-07-20","18:12:55","190","gym"
"2021-07-20","18:17:49","194","conference room"
"2021-07-20","20:35:06","134","sauna"
"2021-07-20","23:07:16","151","sauna"
"2021-07-20","23:14:28","148","conference room"
"2021-07-20","23:15:31","129","sauna"
"2021-07-21","10:23:18","149","conference room"
"2021-07-21","13:21:29","135","conference room"
"2021-07-21","17:06:15","108","sauna"
"2021-07-21","17:47:01","168","sauna"
"2021-07-21","18:06:27","173","sauna"
"2021-07-21","18:40:12","183","conference room"
"2021-07-21","19:20:12","185","gym"
"2021-07-21","20:11:02","119","conference room"
"2021-07-21","20:29:13","114","gym"
"2021-07-21","21:49:25","127","gym"
"2021-07-21","22:35:38","126","conference room"
"2021-07-21","23:30:56","122","sauna"
"2021-07-21","23:53:13","111","sauna"
"2021-07-22","11:18:22","167","gym"
"2021-07-22","15:16:06","130","conference room"
"2021-07-22","18:16:07","129","conference room"
"2021-07-22","20:26:55","193","conference room"
"2021-07-22","23:15:47","166","conference room"
"2021-07-23","10:06:09","166","gym"
"2021-07-23","10:22:27","149","gym"
"2021-07-23","10:25:13","189","gym"
"2021-07-23","11:28:16","167","gym"
"2021-07-23","12:34:23","188","conference room"
"2021-07-23","18:18:29","140","sauna"
"2021-07-23","19:13:04","176","sauna"
"2021-07-23","22:06:27","195","sauna"
"2021-07-24","10:04:29","198","conference room"
"2021-07-24","12:13:00","183","conference room"
"2021-07-24","12:20:43","134","conference room"
"2021-07-24","13:32:22","114","conference room"
"2021-07-24","13:45:43","106","sauna"
"2021-07-24","15:06:36","185","conference room"
"2021-07-24","16:35:22","137","conference room"
"2021-07-24","20:21:22","130","conference room"
"2021-07-24","22:09:22","164","conference room"
"2021-07-25","22:15:11","186","conference room"
"2021-07-26","20:22:57","185","sauna"
"2021-07-26","21:19:35","158","sauna"
"2021-07-26","23:23:26","150","sauna"
"2021-07-27","11:27:08","186","gym"
"2021-07-27","13:46:35","163","sauna"
"2021-07-27","19:12:56","154","gym"
"2021-07-28","10:15:37","185","sauna"
"2021-07-28","12:49:17","125","sauna"
"2021-07-28","21:44:23","185","sauna"
"2021-08-01","10:38:34","128","sauna"
"2021-08-01","11:08:29","170","sauna"
"2021-08-01","18:47:44","198","gym"
"2021-08-01","21:31:32","181","gym"
"2021-08-02","17:27:03","196","gym"
"2021-08-02","18:12:17","153","gym"
"2021-08-02","23:05:20","148","sauna"
"2021-08-03","13:29:43","144","gym"
"2021-08-03","15:48:02","140","bar/restaurant"
"2021-08-03","16:43:54","119","bar/restaurant"
"2021-08-03","20:13:06","137","gym"
"2021-08-03","23:00:00","177","gym"
"2021-08-04","12:38:41","164","gym"
"2021-08-04","19:39:45","105","bar/restaurant"
"2021-08-04","19:49:01","139","bar/restaurant"
"2021-08-04","19:58:42","117","gym"
"2021-08-04","21:14:27","198","bar/restaurant"
"2021-08-05","14:25:48","172","conference room"
"2021-08-05","16:19:33","105","bar/restaurant"
"2021-08-05","20:18:21","151","bar/restaurant"
"2021-08-05","20:25:21","191","conference room"
"2021-08-06","11:06:45","176","bar/restaurant"
"2021-08-06","13:48:53","125","bar/restaurant"
"2021-08-06","15:08:29","173","conference room"
"2021-08-06","16:20:52","196","gym"
"2021-08-06","16:42:05","169","bar/restaurant"
"2021-08-06","18:18:52","156","gym"
"2021-08-06","18:53:46","123","conference room"
"2021-08-06","19:10:17","173","conference room"
"2021-08-06","22:40:38","137","conference room"
"2021-08-06","23:37:15","144","bar/restaurant"
"2021-08-07","10:32:12","115","bar/restaurant"
"2021-08-07","12:24:39","116","gym"
"2021-08-07","12:38:11","116","gym"
"2021-08-07","17:50:26","147","conference room"
"2021-08-07","18:27:19","135","bar/restaurant"
"2021-08-07","20:56:01","113","conference room"
"2021-08-07","21:04:38","142","conference room"
"2021-08-07","22:05:26","185","conference room"
"2021-08-07","23:00:34","150","conference room"
"2021-08-07","23:56:06","173","conference room"
"2021-08-08","10:20:14","118","bar/restaurant"
"2021-08-08","14:09:10","132","conference room"
"2021-08-08","15:31:50","130","bar/restaurant"
"2021-08-08","16:02:10","185","conference room"
"2021-08-08","19:29:49","148","conference room"
"2021-08-08","20:22:15","128","bar/restaurant"
"2021-08-08","20:34:53","107","bar/restaurant"
"2021-08-08","21:47:27","159","gym"
"2021-08-08","22:50:29","130","conference room"
"2021-08-08","23:09:55","162","conference room"
"2021-08-09","10:08:58","156","bar/restaurant"
"2021-08-09","14:09:48","161","conference room"
"2021-08-09","17:15:55","126","conference room"
"2021-08-09","21:18:08","114","bar/restaurant"
"2021-08-10","10:07:29","129","sauna"
"2021-08-10","10:26:26","174","conference room"
"2021-08-10","11:07:43","163","sauna"
"2021-08-10","12:02:43","136","bar/restaurant"
"2021-08-10","14:13:11","140","sauna"
"2021-08-10","15:46:37","193","bar/restaurant"
"2021-08-10","16:04:51","176","bar/restaurant"
"2021-08-10","16:09:35","189","conference room"
"2021-08-10","16:33:29","143","sauna"
"2021-08-10","20:09:37","149","conference room"
"2021-08-10","21:47:40","127","conference room"
"2021-08-10","22:13:33","129","bar/restaurant"
"2021-08-10","23:08:03","113","sauna"
"2021-08-11","10:26:50","114","sauna"
"2021-08-11","11:25:41","102","bar/restaurant"
"2021-08-11","12:09:56","101","bar/restaurant"
"2021-08-11","12:18:04","170","bar/restaurant"
"2021-08-11","12:30:21","161","bar/restaurant"
"2021-08-11","12:47:23","149","conference room"
"2021-08-11","13:04:33","136","conference room"
"2021-08-11","15:33:29","192","bar/restaurant"
"2021-08-11","17:36:19","171","sauna"
"2021-08-11","17:44:15","166","sauna"
"2021-08-11","18:13:12","167","bar/restaurant"
"2021-08-11","18:20:37","189","bar/restaurant"
"2021-08-11","18:26:21","174","bar/restaurant"
"2021-08-11","19:57:32","132","bar/restaurant"
"2021-08-11","23:42:23","168","bar/restaurant"
"2021-08-12","10:45:19","186","sauna"
"2021-08-12","11:07:55","176","conference room"
"2021-08-12","12:04:28","142","conference room"
"2021-08-12","14:09:13","164","sauna"
"2021-08-12","17:25:10","194","sauna"
"2021-08-12","20:00:08","196","bar/restaurant"
"2021-08-12","20:42:06","182","sauna"
"2021-08-12","21:58:48","132","conference room"
"2021-08-12","22:16:52","160","sauna"
"2021-08-12","23:00:43","164","conference room"
"2021-08-12","23:07:04","135","conference room"
"2021-08-13","10:00:40","117","sauna"
"2021-08-13","11:39:38","175","sauna"
"2021-08-13","17:12:48","152","sauna"
"2021-08-13","20:09:25","105","bar/restaurant"
"2021-08-13","22:47:13","116","sauna"
"2021-08-13","22:54:33","194","sauna"
"2021-08-13","23:37:39","144","sauna"
"2021-08-13","23:43:41","144","sauna"
"2021-08-14","12:57:21","150","bar/restaurant"
"2021-08-14","19:46:28","103","bar/restaurant"
"2021-08-14","19:54:49","126","bar/restaurant"
"2021-08-14","21:01:58","190","gym"
"2021-08-14","22:18:03","121","bar/restaurant"
"2021-08-15","12:34:09","186","bar/restaurant"
"2021-08-15","14:05:18","171","bar/restaurant"
"2021-08-15","15:06:03","134","bar/restaurant"
"2021-08-15","15:08:18","174","bar/restaurant"
"2021-08-15","23:54:34","161","bar/restaurant"
"2021-08-16","11:03:17","193","bar/restaurant"
"2021-08-16","11:37:22","170","sauna"
"2021-08-16","13:28:58","110","bar/restaurant"
"2021-08-16","14:10:08","105","bar/restaurant"
"2021-08-16","14:18:10","117","bar/restaurant"
"2021-08-16","18:22:16","117","sauna"
"2021-08-16","19:02:00","195","bar/restaurant"
"2021-08-16","20:24:14","104","bar/restaurant"
"2021-08-16","21:11:21","165","gym"
"2021-08-16","21:47:20","158","bar/restaurant"
"2021-08-17","12:03:25","132","bar/restaurant"
"2021-08-17","12:14:16","147","gym"
"2021-08-17","12:17:31","100","sauna"
"2021-08-17","12:40:53","149","sauna"
"2021-08-17","13:48:27","135","sauna"
"2021-08-17","16:01:50","107","bar/restaurant"
"2021-08-17","16:05:12","118","sauna"
"2021-08-17","17:26:14","163","bar/restaurant"
"2021-08-17","19:32:26","161","sauna"
"2021-08-17","21:12:04","105","bar/restaurant"
"2021-08-18","10:08:13","128","sauna"
"2021-08-18","14:49:39","184","sauna"
"2021-08-18","20:08:56","104","bar/restaurant"
"2021-08-18","22:31:56","172","gym"
"2021-08-18","23:03:26","180","gym"
"2021-08-18","23:19:09","175","sauna"
"2021-08-19","13:36:27","114","gym"
"2021-08-19","15:35:21","135","gym"
"2021-08-19","17:52:15","197","bar/restaurant"
"2021-08-19","19:14:25","169","bar/restaurant"
"2021-08-19","22:02:01","184","conference room"
"2021-08-20","12:06:47","139","bar/restaurant"
"2021-08-20","15:03:04","147","bar/restaurant"
"2021-08-20","15:03:30","177","bar/restaurant"
"2021-08-20","15:45:14","113","sauna"
"2021-08-20","16:34:17","173","conference room"
"2021-08-20","16:51:07","194","conference room"
"2021-08-20","17:37:15","189","bar/restaurant"
"2021-08-20","18:25:42","195","sauna"
"2021-08-20","19:30:33","115","bar/restaurant"
"2021-08-20","21:12:24","154","bar/restaurant"
"2021-08-20","22:37:42","188","gym"
"2021-08-20","23:07:55","181","conference room"
"2021-08-20","23:19:37","160","bar/restaurant"
"2021-08-21","10:03:24","172","conference room"
"2021-08-21","12:56:01","127","bar/restaurant"
"2021-08-21","13:05:50","190","conference room"
"2021-08-21","13:05:52","143","conference room"
"2021-08-21","13:06:10","121","bar/restaurant"
"2021-08-21","14:25:12","186","bar/restaurant"
"2021-08-21","15:31:09","116","conference room"
"2021-08-21","17:48:38","179","conference room"
"2021-08-21","19:08:01","188","conference room"
"2021-08-21","19:27:37","165","conference room"
"2021-08-21","22:57:24","186","sauna"
"2021-08-22","11:27:00","193","conference room"
"2021-08-22","12:01:01","158","conference room"
"2021-08-22","13:10:09","119","conference room"
"2021-08-22","15:21:06","117","conference room"
"2021-08-22","17:29:48","184","conference room"
"2021-08-22","19:32:19","111","conference room"
"2021-08-22","21:26:12","171","sauna"
"2021-08-22","21:43:54","140","conference room"
"2021-08-22","22:35:29","183","sauna"
"2021-08-22","23:06:53","103","conference room"
"2021-08-23","11:10:58","130","conference room"
"2021-08-23","11:25:06","109","conference room"
"2021-08-23","12:45:10","156","conference room"
"2021-08-23","15:01:51","186","conference room"
"2021-08-23","15:46:22","106","sauna"
"2021-08-23","17:10:01","130","bar/restaurant"
"2021-08-23","17:33:11","141","conference room"
"2021-08-23","20:03:06","103","bar/restaurant"
"2021-08-23","20:15:08","141","conference room"
"2021-08-23","20:18:42","154","conference room"
"2021-08-23","22:15:09","123","sauna"
"2021-08-24","11:31:12","160","gym"
"2021-08-24","12:48:49","147","sauna"
"2021-08-24","13:00:28","143","gym"
"2021-08-24","17:24:46","154","gym"
"2021-08-24","19:57:52","152","conference room"
"2021-08-24","20:22:52","194","bar/restaurant"
"2021-08-24","22:56:51","160","bar/restaurant"
"2021-08-24","23:11:03","119","sauna"
"2021-08-24","23:35:48","149","sauna"
"2021-08-25","12:31:39","157","conference room"
"2021-08-25","14:03:25","109","sauna"
"2021-08-25","18:45:14","122","sauna"
"2021-08-25","20:54:50","136","bar/restaurant"
"2021-08-25","22:45:40","122","conference room"
"2021-08-26","11:58:28","115","sauna"
"2021-08-26","12:38:34","179","bar/restaurant"
"2021-08-26","13:47:39","129","bar/restaurant"
"2021-08-26","15:35:47","172","bar/restaurant"
"2021-08-26","22:57:54","166","conference room"
"2021-08-27","10:10:18","140","bar/restaurant"
"2021-08-27","11:03:35","131","sauna"
"2021-08-27","15:26:40","111","sauna"
"2021-08-27","16:02:07","152","bar/restaurant"
"2021-08-27","17:11:19","149","sauna"
"2021-08-27","18:07:25","191","bar/restaurant"
"2021-08-27","18:46:01","172","sauna"
"2021-08-27","23:35:32","126","gym"
"2021-08-28","10:12:25","158","sauna"
"2021-08-28","11:00:57","191","sauna"
"2021-08-28","13:38:50","142","sauna"
"2021-08-28","14:21:02","149","sauna"
"2021-08-28","15:02:25","107","sauna"
"2021-08-28","15:46:38","121","sauna"
"2021-08-28","16:09:17","191","bar/restaurant"
"2021-08-28","18:46:15","161","sauna"
"2021-08-28","19:03:35","112","sauna"
"2021-08-28","22:54:10","123","sauna"
"2021-09-01","10:26:36","150","sauna"
"2021-09-01","10:43:39","125","sauna"
"2021-09-01","11:32:25","121","sauna"
"2021-09-01","16:23:19","110","sauna"
"2021-09-01","18:35:54","197","sauna"
"2021-09-01","19:02:11","166","sauna"
"2021-09-01","19:05:41","193","sauna"
"2021-09-01","20:55:54","167","sauna"
"2021-09-01","21:10:43","146","sauna"
"2021-09-02","10:31:56","182","sauna"
"2021-09-02","10:44:46","125","sauna"
"2021-09-02","10:53:08","142","sauna"
"2021-09-02","14:31:39","177","gym"
"2021-09-02","18:29:25","166","sauna"
"2021-09-02","20:15:12","175","gym"
"2021-09-02","21:30:46","184","sauna"
"2021-09-03","13:31:30","196","sauna"
"2021-09-03","15:40:50","188","sauna"
"2021-09-03","16:15:11","117","sauna"
"2021-09-03","20:26:17","147","sauna"
"2021-09-04","10:50:26","125","sauna"
"2021-09-04","19:56:41","102","bar/restaurant"
"2021-09-04","22:36:02","149","bar/restaurant"
"2021-09-04","23:06:00","159","sauna"
"2021-09-05","12:18:38","172","bar/restaurant"
"2021-09-05","13:09:26","129","sauna"
"2021-09-05","13:12:31","149","sauna"
"2021-09-05","14:53:28","118","gym"
"2021-09-05","15:15:17","197","sauna"
"2021-09-05","15:53:18","193","bar/restaurant"
"2021-09-05","17:02:16","112","sauna"
"2021-09-05","18:02:47","166","bar/restaurant"
"2021-09-05","19:11:36","145","sauna"
"2021-09-05","20:07:43","159","bar/restaurant"
"2021-09-05","21:48:34","130","sauna"
"2021-09-05","21:53:27","115","bar/restaurant"
"2021-09-05","22:07:02","166","sauna"
"2021-09-05","22:29:38","138","sauna"
"2021-09-05","23:15:27","114","gym"
"2021-09-05","23:29:02","135","bar/restaurant"
"2021-09-06","11:16:36","155","bar/restaurant"
"2021-09-06","11:27:49","108","sauna"
"2021-09-06","11:29:05","191","bar/restaurant"
"2021-09-06","17:12:23","106","sauna"
"2021-09-06","18:00:31","195","sauna"
"2021-09-06","18:31:08","182","sauna"
"2021-09-06","20:57:46","137","bar/restaurant"
"2021-09-07","10:35:23","166","conference room"
"2021-09-07","10:44:04","122","conference room"
"2021-09-07","11:26:06","150","conference room"
"2021-09-07","12:29:26","130","conference room"
"2021-09-07","16:13:49","176","conference room"
"2021-09-07","16:18:33","190","bar/restaurant"
"2021-09-07","17:44:12","115","gym"
"2021-09-07","18:00:24","143","conference room"
"2021-09-07","19:03:44","193","conference room"
"2021-09-07","19:48:16","149","bar/restaurant"
"2021-09-07","21:15:55","124","sauna"
"2021-09-07","22:43:19","161","conference room"
"2021-09-07","23:55:09","116","sauna"
"2021-09-08","12:51:06","180","conference room"
"2021-09-08","12:55:32","175","conference room"
"2021-09-08","14:40:55","180","bar/restaurant"
"2021-09-08","14:45:47","144","conference room"
"2021-09-08","17:45:42","164","conference room"
"2021-09-08","17:53:57","152","gym"
"2021-09-08","18:57:05","181","conference room"
"2021-09-08","19:09:07","120","conference room"
"2021-09-08","21:26:53","182","bar/restaurant"
"2021-09-08","22:58:32","159","bar/restaurant"
"2021-09-09","10:04:45","189","gym"
"2021-09-09","10:44:14","159","bar/restaurant"
"2021-09-09","11:55:28","194","bar/restaurant"
"2021-09-09","11:57:39","199","gym"
"2021-09-09","12:32:47","172","conference room"
"2021-09-09","12:41:27","196","bar/restaurant"
"2021-09-09","13:11:47","129","bar/restaurant"
"2021-09-09","14:44:01","185","bar/restaurant"
"2021-09-09","15:00:35","153","conference room"
"2021-09-09","15:50:13","189","bar/restaurant"
"2021-09-09","17:30:01","117","conference room"
"2021-09-09","18:01:49","125","conference room"
"2021-09-09","19:50:03","194","bar/restaurant"
"2021-09-09","20:49:38","199","conference room"
"2021-09-10","11:10:58","142","conference room"
"2021-09-10","11:43:40","164","conference room"
"2021-09-10","12:04:29","122","conference room"
"2021-09-10","13:17:39","124","bar/restaurant"
"2021-09-10","14:03:44","100","bar/restaurant"
"2021-09-10","14:17:17","100","bar/restaurant"
"2021-09-10","14:19:43","179","bar/restaurant"
"2021-09-10","14:38:14","160","bar/restaurant"
"2021-09-10","15:25:46","103","conference room"
"2021-09-10","15:33:20","175","conference room"
"2021-09-10","16:52:53","119","conference room"
"2021-09-10","17:50:36","163","bar/restaurant"
"2021-09-10","18:13:39","110","bar/restaurant"
"2021-09-10","18:49:22","143","conference room"
"2021-09-10","19:17:12","120","bar/restaurant"
"2021-09-10","19:19:48","177","conference room"
"2021-09-10","21:49:50","132","conference room"
"2021-09-10","21:50:39","180","conference room"
"2021-09-10","22:09:47","115","bar/restaurant"
"2021-09-10","23:53:28","189","bar/restaurant"
"2021-09-11","10:36:19","123","bar/restaurant"
"2021-09-11","11:10:44","117","conference room"
"2021-09-11","12:06:57","158","bar/restaurant"
"2021-09-11","12:07:58","115","conference room"
"2021-09-11","12:21:22","100","conference room"
"2021-09-11","12:44:28","140","bar/restaurant"
"2021-09-11","13:09:27","125","conference room"
"2021-09-11","14:36:24","173","conference room"
"2021-09-11","14:40:13","168","conference room"
"2021-09-11","15:11:48","180","conference room"
"2021-09-11","15:42:45","196","conference room"
"2021-09-11","15:50:44","164","conference room"
"2021-09-11","15:54:53","148","bar/restaurant"
"2021-09-11","17:43:17","182","conference room"
"2021-09-11","21:20:33","137","conference room"
"2021-09-11","22:56:52","180","conference room"
"2021-09-12","12:15:28","129","conference room"
"2021-09-12","14:07:39","176","bar/restaurant"
"2021-09-12","15:37:55","124","bar/restaurant"
"2021-09-12","16:37:23","169","conference room"
"2021-09-12","16:56:45","199","bar/restaurant"
"2021-09-12","17:50:07","179","bar/restaurant"
"2021-09-12","18:47:00","110","bar/restaurant"
"2021-09-12","19:11:03","151","bar/restaurant"
"2021-09-12","22:21:57","116","bar/restaurant"
"2021-09-12","23:43:42","160","conference room"
"2021-09-13","10:03:27","147","conference room"
"2021-09-13","11:54:13","198","sauna"
"2021-09-13","14:26:56","102","sauna"
"2021-09-13","16:20:18","125","bar/restaurant"
"2021-09-13","18:14:18","105","sauna"
"2021-09-13","19:50:44","107","conference room"
"2021-09-13","19:52:53","198","conference room"
"2021-09-13","20:32:13","102","sauna"
"2021-09-13","21:32:37","151","conference room"
"2021-09-13","21:56:47","153","sauna"
"2021-09-13","23:25:45","100","conference room"
"2021-09-14","15:26:41","191","bar/restaurant"
"2021-09-14","16:41:33","156","sauna"
"2021-09-14","23:29:35","109","sauna"
"2021-09-15","10:20:41","120","sauna"
"2021-09-15","10:49:56","123","bar/restaurant"
"2021-09-15","12:43:27","130","bar/restaurant"
"2021-09-15","13:39:21","146","bar/restaurant"
"2021-09-15","20:36:49","185","conference room"
"2021-09-15","22:40:16","117","bar/restaurant"
"2021-09-16","13:27:03","137","sauna"
"2021-09-16","16:04:34","124","sauna"
"2021-09-16","17:30:27","114","sauna"
"2021-09-16","19:06:25","120","sauna"
"2021-09-16","19:37:25","122","sauna"
"2021-09-16","21:37:22","103","sauna"
"2021-09-16","22:26:23","162","sauna"
"2021-09-16","23:06:06","103","sauna"
